Navn,Hold,Position,Pris,Startpris,Vækst Runde 1,Vækst Runde 2,Vækst Runde 3,Vækst%,Runde1-points,Popularitet%,UdeAfSpil,Skadet
Florian Grillitsch,Østrig,MID,2506000,2500000,-5000,-5000,16000,0.24,0,0.03,Nej,Nej
Toni Fruk,Kroatien,MID,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.04,Nej,Nej
Martin Baturina,Kroatien,MID,3231000,3000000,145000,42000,44000,7.70,0,0.78,Nej,Nej
Paul Wanner,Østrig,MID,2559000,2500000,52000,-9000,16000,2.36,0,0.04,Nej,Nej
Luka Sucic,Kroatien,MID,2022000,2000000,-5000,32000,-5000,1.10,0,0.34,Nej,Nej
Petar Sucic,Kroatien,MID,3286000,3000000,47000,12000,227000,9.53,0,0.34,Nej,Nej
Nikola Vlasic,Kroatien,MID,3220000,3000000,-9000,-5000,234000,7.33,0,0.08,Nej,Nej
Nikola Moro,Kroatien,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.03,Nej,Nej
Mario Pasalic,Kroatien,MID,3579000,3500000,-5000,32000,52000,2.26,0,0.21,Nej,Nej
Luka Modric,Kroatien,MID,4141000,4000000,-5000,42000,104000,3.52,0,2.87,Nej,Nej
Lovro Majer,Kroatien,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Mateo Kovacic,Kroatien,MID,4137000,4000000,1000,42000,94000,3.43,0,0.28,Nej,Nej
Nadiem Amiri,Tyskland,MID,2612000,2500000,-5000,122000,-5000,4.48,0,0.12,Nej,Nej
Leon Goretzka,Tyskland,MID,4589000,4500000,52000,42000,-5000,1.98,0,0.99,Nej,Nej
Pascal Gross,Tyskland,MID,2981000,3000000,-5000,-5000,-9000,-0.63,0,0.26,Nej,Nej
Joshua Kimmich,Tyskland,MID,5249000,5000000,204000,44000,1000,4.98,0,5.27,Nej,Nej
Florian Wirtz,Tyskland,MID,7769000,7500000,154000,54000,61000,3.59,0,11.11,Nej,Nej
Jamal Musiala,Tyskland,MID,6731000,6500000,214000,24000,-7000,3.55,0,12.35,Nej,Nej
Angelo Stiller,Tyskland,MID,2481000,2500000,-5000,-5000,-9000,-0.76,0,0.63,Nej,Nej
Kevin Schade,Tyskland,MID,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Felix Nmecha,Tyskland,MID,3349000,3000000,244000,104000,1000,11.63,0,6.97,Nej,Nej
Lennart Karl,Tyskland,MID,5000000,5000000,0,0,0,0.00,0,0.01,Ja,Nej
Assan Ouedraogo,Tyskland,MID,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.24,Nej,Nej
Anton Stach,Tyskland,MID,4500000,4500000,0,0,0,0.00,0,0.00,Ja,Nej
Jamie Leweling,Tyskland,MID,3042000,3000000,-5000,52000,-5000,1.40,0,0.16,Nej,Nej
Aleksandar Pavlovic,Tyskland,MID,3609000,3500000,104000,24000,-19000,3.11,0,8.79,Nej,Nej
Warren Zaire-Emery,Frankrig,MID,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.93,Nej,Nej
Bradley Barcola,Frankrig,MID,4398000,4000000,234000,62000,102000,9.95,0,6.04,Nej,Nej
Manu Koné,Frankrig,MID,3631000,3500000,-5000,62000,74000,3.74,0,0.83,Nej,Nej
Eduardo Camavinga,Frankrig,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Aurelien Tchouameni,Frankrig,MID,3653000,3500000,54000,-5000,104000,4.37,0,13.16,Nej,Nej
N'Golo Kante,Frankrig,MID,2985000,3000000,-5000,-5000,-5000,-0.50,0,1.94,Nej,Nej
Kees Smit,Holland,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Luciano Valente,Holland,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Adrien Rabiot,Frankrig,MID,4171000,4000000,114000,62000,-5000,4.28,0,5.07,Nej,Nej
Marten de Roon,Holland,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.06,Nej,Nej
Justin Kluivert,Holland,MID,2522000,2500000,-5000,-5000,32000,0.88,0,0.33,Nej,Nej
Frenkie de Jong,Holland,MID,3134000,3000000,16000,64000,54000,4.47,0,7.92,Nej,Nej
Teun Koopmeiners,Holland,MID,3578000,3500000,4000,42000,32000,2.23,0,0.33,Nej,Nej
Mats Wieffer,Holland,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.05,Nej,Nej
Quinten Timber,Holland,MID,2994000,3000000,4000,-5000,-5000,-0.20,0,0.16,Nej,Nej
Ryan Gravenberch,Holland,MID,3772000,3500000,144000,74000,54000,7.77,0,4.85,Nej,Nej
Guus Til,Holland,MID,2532000,2500000,-5000,42000,-5000,1.28,0,0.08,Nej,Nej
Tijjani Reijnders,Holland,MID,6222000,6000000,24000,64000,134000,3.70,0,0.48,Nej,Nej
Fermin Lopez,Spanien,MID,5000000,5000000,0,0,0,0.00,0,0.00,Ja,Nej
Pablo Gavi,Spanien,MID,4002000,4000000,12000,-5000,-5000,0.05,0,3.03,Nej,Nej
Martin Zubimendi,Spanien,MID,3485000,3500000,-5000,-5000,-5000,-0.43,0,1.55,Nej,Nej
Yeremy Pino,Spanien,MID,3569000,3500000,-5000,42000,32000,1.97,0,0.24,Nej,Nej
Alex Baena,Spanien,MID,3812000,3500000,-5000,72000,245000,8.91,0,1.40,Nej,Nej
Pedri,Spanien,MID,6116000,6000000,2000,72000,42000,1.93,0,8.64,Nej,Nej
Jesus Rodriguez,Spanien,MID,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Crysencio Summerville,Holland,MID,3450000,3000000,154000,264000,32000,15.00,0,2.57,Nej,Nej
Dani Olmo,Spanien,MID,5176000,5000000,12000,132000,32000,3.52,0,12.39,Nej,Nej
Mikel Merino,Spanien,MID,4596000,4500000,22000,32000,42000,2.13,0,1.59,Nej,Nej
Rodri Hernandez,Spanien,MID,5126000,5000000,12000,72000,42000,2.52,0,2.01,Nej,Nej
Fabian Ruiz,Spanien,MID,4586000,4500000,22000,32000,32000,1.91,0,8.83,Nej,Nej
Marcos Llorente,Spanien,MID,3609000,3500000,12000,-5000,102000,3.11,0,2.83,Nej,Nej
Pablo Fornals,Spanien,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Aleix Garcia,Spanien,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Alexander Bernhardsson,Sverige,MID,2055000,2000000,64000,-33000,24000,2.75,0,0.37,Nej,Nej
Yasin Ayari,Sverige,MID,3855000,3500000,374000,-33000,14000,10.14,0,0.56,Nej,Nej
Sebastian Nanasi,Sverige,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Pablo Barrios,Spanien,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Jesper Karlström,Sverige,MID,3016000,3000000,54000,-33000,-5000,0.53,0,0.13,Nej,Nej
Mattias Svanberg,Sverige,MID,2692000,2500000,202000,-5000,-5000,7.68,0,0.21,Nej,Nej
Ken Sema,Sverige,MID,2502000,2500000,-5000,-5000,12000,0.08,0,0.03,Nej,Nej
Taha Abdi Ali,Sverige,MID,1981000,2000000,-5000,-9000,-5000,-0.95,0,0.20,Nej,Nej
Hugo Larsson,Sverige,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Besfort Zeneli,Sverige,MID,2001000,2000000,-5000,11000,-5000,0.05,0,0.08,Nej,Nej
Roony Bardghji,Sverige,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Lucas Bergvall,Sverige,MID,2607000,2500000,112000,-19000,14000,4.28,0,0.49,Nej,Nej
Yassine Titraoui,Algeriet,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.09,Nej,Nej
Ibrahim Maza,Algeriet,MID,3100000,3000000,-25000,97000,28000,3.33,0,0.15,Nej,Nej
Himad Abdelli,Algeriet,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Hicham Boudaoui,Algeriet,MID,2502000,2500000,-17000,24000,-5000,0.08,0,0.01,Nej,Nej
Ramiz Zerrouki,Algeriet,MID,2498000,2500000,-1000,4000,-5000,-0.08,0,0.00,Nej,Nej
Fares Chaibi,Algeriet,MID,2557000,2500000,-25000,54000,28000,2.28,0,0.14,Nej,Nej
Adil Aouchiche,Algeriet,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Houssem Aouar,Algeriet,MID,2632000,2500000,-9000,-5000,146000,5.28,0,0.07,Nej,Nej
Rodrigo de Paul,Argentina,MID,4659000,4500000,122000,42000,-5000,3.53,0,1.32,Nej,Nej
Leandro Paredes,Argentina,MID,4071000,4000000,-5000,22000,54000,1.77,0,0.38,Nej,Nej
Giovani Lo Celso,Argentina,MID,4217000,4000000,-5000,-5000,227000,5.42,0,0.38,Nej,Nej
Herman Johansson,Sverige,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.07,Nej,Nej
Alexis Mac Allister,Argentina,MID,4666000,4500000,72000,52000,42000,3.69,0,5.51,Nej,Nej
Exequiel Palacios,Argentina,MID,3544000,3500000,-5000,-5000,54000,1.26,0,0.37,Nej,Nej
Ismael Bennacer,Algeriet,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Nabil Bentaleb,Algeriet,MID,2545000,2500000,-25000,52000,18000,1.80,0,0.04,Nej,Nej
Thiago Almada,Argentina,MID,5626000,5500000,42000,42000,42000,2.29,0,0.99,Nej,Nej
Nico Paz,Argentina,MID,5071000,5000000,32000,-5000,44000,1.42,0,1.65,Nej,Nej
Enzo Fernandez,Argentina,MID,5109000,5000000,62000,52000,-5000,2.18,0,3.54,Nej,Nej
Franco Mastantuono,Argentina,MID,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Valentin Barco,Argentina,MID,2532000,2500000,-5000,-5000,42000,1.28,0,0.70,Nej,Nej
Alan Varela,Argentina,MID,2500000,2500000,0,0,0,0.00,0,0.01,Ja,Nej
Jackson Irvine,Australien,MID,2533000,2500000,32000,-1000,2000,1.32,0,0.04,Nej,Nej
Aiden O'Neill,Australien,MID,2580000,2500000,52000,-17000,45000,3.20,0,0.10,Nej,Nej
Mathew Leckie,Australien,MID,1973000,2000000,-5000,-17000,-5000,-1.35,0,0.03,Nej,Nej
Patrick Yazbek,Australien,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Ajdin Hrustic,Australien,MID,2002000,2000000,-5000,-5000,12000,0.10,0,0.09,Nej,Nej
Cristian Volpato,Australien,MID,2516000,2500000,-5000,-1000,22000,0.64,0,0.02,Nej,Nej
Cameron Devlin,Australien,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.03,Nej,Nej
Connor Metcalfe,Australien,MID,3223000,3000000,202000,9000,12000,7.43,0,0.09,Nej,Nej
Riley McGree,Australien,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Paul Okon-Engstler,Australien,MID,2107000,2000000,112000,-17000,12000,5.35,0,0.10,Nej,Nej
Marcos Senesi,Argentina,MID,2544000,2500000,-5000,-5000,54000,1.76,0,0.02,Nej,Nej
Alexander 'Alex' Robertson,Australien,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Casemiro,Brasilien,MID,4618000,4500000,-6000,62000,62000,2.62,0,3.40,Nej,Nej
Fabinho,Brasilien,MID,2519000,2500000,12000,-5000,12000,0.76,0,0.92,Nej,Nej
Lucas Paqueta,Brasilien,MID,5708000,5500000,24000,122000,62000,3.78,0,1.39,Nej,Nej
Gabriel Sara,Brasilien,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Ederson,Brasilien,MID,2522000,2500000,-5000,32000,-5000,0.88,0,0.61,Nej,Nej
Christ Inao Oulaï,Elfenbenskysten,MID,2077000,2000000,42000,-7000,42000,3.85,0,0.08,Nej,Nej
Parfait Guiagon,Elfenbenskysten,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.03,Nej,Nej
Seko Fofana,Elfenbenskysten,MID,2508000,2500000,22000,-9000,-5000,0.32,0,0.15,Nej,Nej
Andrey Santos,Brasilien,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Vitinho,Brasilien,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Danilo dos Santos,Brasilien,MID,3049000,3000000,22000,32000,-5000,1.63,0,1.34,Nej,Nej
Bruno Guimaraes,Brasilien,MID,4818000,4500000,74000,62000,182000,7.07,0,4.77,Nej,Nej
Jean Michael Seri,Elfenbenskysten,MID,2522000,2500000,-5000,-5000,32000,0.88,0,0.02,Nej,Nej
Franck Kessie,Elfenbenskysten,MID,3217000,3000000,22000,143000,52000,7.23,0,0.43,Nej,Nej
Declan Rice,England,MID,4603000,4500000,116000,-8000,-5000,2.29,0,10.55,Nej,Nej
Ibrahim Sangare,Elfenbenskysten,MID,3155000,3000000,42000,1000,112000,5.17,0,0.11,Nej,Nej
Elliot Anderson,England,MID,4190000,4000000,116000,12000,62000,4.75,0,2.11,Nej,Nej
Eberechi Eze,England,MID,3039000,3000000,-5000,12000,32000,1.30,0,2.45,Nej,Nej
Cole Palmer,England,MID,5000000,5000000,0,0,0,0.00,0,0.01,Ja,Nej
Jordan Henderson,England,MID,3522000,3500000,-5000,-5000,32000,0.63,0,0.62,Nej,Nej
Jude Bellingham,England,MID,6626000,6000000,246000,45000,335000,10.43,0,5.04,Nej,Nej
Ibrahim Sulemana,Ghana,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Elisha Owusu,Ghana,MID,2518000,2500000,32000,-5000,-9000,0.72,0,0.04,Nej,Nej
Thomas Partey,Ghana,MID,3000000,3000000,-5000,12000,-7000,0.00,0,0.16,Nej,Nej
Morgan Rogers,England,MID,5606000,5500000,42000,12000,52000,1.93,0,0.61,Nej,Nej
Kobbie Mainoo,England,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,1.97,Nej,Nej
Augustine Boakye,Ghana,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.05,Nej,Nej
Kodai Sano,Japan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Ryunosuke Sato,Japan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Kwasi Sibo,Ghana,MID,2547000,2500000,42000,12000,-7000,1.88,0,0.02,Nej,Nej
Wataru Endo,Japan,MID,2500000,2500000,0,0,0,0.00,0,0.11,Ja,Nej
Takumi Minamino,Japan,MID,4000000,4000000,0,0,0,0.00,0,0.00,Ja,Nej
Daichi Kamada,Japan,MID,3952000,3500000,186000,252000,14000,12.91,0,0.89,Nej,Nej
Takefusa Kubo,Japan,MID,4056000,4000000,66000,-5000,-5000,1.40,0,0.78,Nej,Nej
Keito Nakamura,Japan,MID,3312000,3000000,166000,122000,24000,10.40,0,1.87,Nej,Nej
Koki Saito,Japan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Junya Ito,Japan,MID,3756000,3500000,22000,222000,12000,7.31,0,0.28,Nej,Nej
Ritsu Doan,Japan,MID,4142000,4000000,6000,62000,74000,3.55,0,0.36,Nej,Nej
Joel Chima Fujita,Japan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Ao Tanaka,Japan,MID,2581000,2500000,-5000,72000,14000,3.24,0,0.20,Nej,Nej
Kaoru Mitoma,Japan,MID,3500000,3500000,0,0,0,0.00,0,0.00,Ja,Nej
Yuki Soma,Japan,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Kaishu Sano,Japan,MID,2643000,2500000,16000,132000,-5000,5.72,0,0.15,Nej,Nej
Jens Castrop,Sydkorea,MID,2481000,2500000,-5000,-5000,-9000,-0.76,0,0.02,Nej,Nej
Hyeok-kyu Kwon,Sydkorea,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Hyun-Jun Yang,Sydkorea,MID,2499000,2500000,-5000,9000,-5000,-0.04,0,0.05,Nej,Nej
Hee-Chan Hwang,Sydkorea,MID,3050000,3000000,52000,-1000,-1000,1.67,0,0.23,Nej,Nej
Jun-ho Bae,Sydkorea,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.02,Nej,Nej
Jin-gyu Kim,Sydkorea,MID,2518000,2500000,32000,-5000,-9000,0.72,0,0.03,Nej,Nej
Jin-seob Park,Sydkorea,MID,2536000,2500000,32000,-5000,9000,1.44,0,0.01,Nej,Nej
Ji-sung Eom,Sydkorea,MID,2036000,2000000,42000,-1000,-5000,1.80,0,0.06,Nej,Nej
Dong-gyeong Lee,Sydkorea,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.10,Nej,Nej
Hyun-seok Hong,Sydkorea,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Kang-In Lee,Sydkorea,MID,5076000,5000000,114000,-29000,-9000,1.52,0,0.31,Nej,Nej
Seung-Ho Paik,Sydkorea,MID,2014000,2000000,44000,-29000,-1000,0.70,0,0.14,Nej,Nej
In-beom Hwang,Sydkorea,MID,2779000,2500000,297000,-9000,-9000,11.16,0,0.46,Nej,Nej
Brian Gutierrez,Mexico,MID,2559000,2500000,22000,42000,-5000,2.36,0,5.27,Nej,Nej
Jae-Sung Lee,Sydkorea,MID,4020000,4000000,34000,-9000,-5000,0.50,0,0.19,Nej,Nej
Alvaro Fidalgo,Mexico,MID,2729000,2500000,42000,-5000,192000,9.16,0,1.26,Nej,Nej
Obed Vargas,Mexico,MID,2579000,2500000,-5000,42000,42000,3.16,0,0.04,Nej,Nej
Edson Alvarez,Mexico,MID,3116000,3000000,32000,42000,42000,3.87,0,1.17,Nej,Nej
Denzell Garcia,Mexico,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Elijah Just,New Zealand,MID,3420000,3000000,316000,-5000,109000,14.00,0,0.13,Nej,Nej
Joe Bell,New Zealand,MID,2484000,2500000,16000,-15000,-17000,-0.64,0,0.03,Nej,Nej
Callum McCowatt,New Zealand,MID,2512000,2500000,26000,1000,-15000,0.48,0,0.17,Nej,Nej
Erik Lira,Mexico,MID,2649000,2500000,112000,42000,-5000,5.96,0,0.34,Nej,Nej
Gilberto Mora,Mexico,MID,2589000,2500000,42000,-5000,52000,3.56,0,0.48,Nej,Nej
Cesar Huerta,Mexico,MID,2522000,2500000,-5000,32000,-5000,0.88,0,0.07,Nej,Nej
Erick Sanchez,Mexico,MID,3000000,3000000,0,0,0,0.00,0,0.00,Ja,Nej
Luis Chavez,Mexico,MID,2032000,2000000,42000,-5000,-5000,1.60,0,0.55,Nej,Nej
Luis Romo,Mexico,MID,2872000,2500000,-5000,265000,112000,14.88,0,0.03,Nej,Nej
Roberto Alvarado,Mexico,MID,2776000,2500000,112000,42000,122000,11.04,0,3.71,Nej,Nej
Carlos Rodriguez,Mexico,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Orbelin Pineda,Mexico,MID,3022000,3000000,-5000,32000,-5000,0.73,0,0.25,Nej,Nej
Ryan Thomas,New Zealand,MID,2494000,2500000,12000,-9000,-9000,-0.24,0,0.01,Nej,Nej
Marko Stamenic,New Zealand,MID,2450000,2500000,16000,-15000,-51000,-2.00,0,0.02,Nej,Nej
Sarpreet Singh,New Zealand,MID,2500000,2500000,36000,-27000,-9000,0.00,0,0.01,Nej,Nej
Matthew Garbett,New Zealand,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Alex Rufer,New Zealand,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.02,Nej,Nej
Ben Old,New Zealand,MID,1972000,2000000,12000,-17000,-23000,-1.40,0,0.06,Nej,Nej
Lachlan Bayliss,New Zealand,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.01,Nej,Nej
Mauricio Magalhaes Prado,Paraguay,MID,2178000,2000000,151000,-5000,32000,8.90,0,0.12,Nej,Nej
Gustavo Caballero,Paraguay,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.02,Nej,Nej
Miguel Almiron,Paraguay,MID,3452000,3500000,-35000,-8000,-5000,-1.37,0,0.13,Nej,Nej
Alejandro Kaku Romero Gamarra,Paraguay,MID,2991000,3000000,-9000,,,-0.30,0,0.08,Nej,Nej
Ramon Sosa,Paraguay,MID,2981000,3000000,-9000,-5000,-5000,-0.63,0,0.02,Nej,Nej
Diego Gomez,Paraguay,MID,2999000,3000000,-35000,42000,-8000,-0.03,0,0.14,Nej,Nej
Hugo Cuenca,Paraguay,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Andres Cubas,Paraguay,MID,2531000,2500000,-23000,42000,12000,1.24,0,0.03,Nej,Nej
Lucas Ramon Romero,Paraguay,MID,2000000,2000000,0,0,0,0.00,0,0.00,Ja,Nej
Damian Bobadilla,Paraguay,MID,2469000,2500000,-75000,32000,12000,-1.24,0,0.03,Nej,Nej
Matias Galarza Fonda,Paraguay,MID,2752000,2500000,-5000,245000,12000,10.08,0,0.01,Nej,Nej
Sphephelo Yaya Sithole,Sydafrika,MID,2978000,3000000,-59000,-5000,42000,-0.73,0,0.04,Nej,Nej
Teboho Mokoena,Sydafrika,MID,3622000,3500000,-37000,164000,-5000,3.49,0,0.06,Nej,Nej
Braian Ojeda,Paraguay,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.02,Nej,Nej
Joaquin Piquerez,Uruguay,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.02,Nej,Nej
Jayden Adams,Sydafrika,MID,2027000,2000000,-9000,4000,32000,1.35,0,0.09,Nej,Nej
Thalente Mbatha,Sydafrika,MID,3037000,3000000,-9000,-6000,52000,1.23,0,0.02,Nej,Nej
Giorgian De Arrascaeta,Uruguay,MID,3985000,4000000,-5000,-5000,-5000,-0.38,0,0.13,Nej,Nej
Rodrigo Bentancur,Uruguay,MID,3001000,3000000,14000,-4000,-9000,0.03,0,0.32,Nej,Nej
Themba Zwane,Sydafrika,MID,2431000,2500000,-59000,-5000,-5000,-2.76,0,0.02,Nej,Nej
Nicolas Fonseca,Uruguay,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Maxi Araujo,Uruguay,MID,5411000,5000000,194000,226000,-9000,8.22,0,0.30,Nej,Nej
Agustin Canobbio,Uruguay,MID,2629000,2500000,22000,166000,-59000,5.16,0,0.32,Nej,Nej
Nicolas de la Cruz,Uruguay,MID,3033000,3000000,32000,12000,-11000,1.10,0,0.10,Nej,Nej
Rodrigo Zalazar,Uruguay,MID,3485000,3500000,-5000,-5000,-5000,-0.43,0,0.10,Nej,Nej
Federico Valverde,Uruguay,MID,5574000,5500000,67000,16000,-9000,1.35,0,2.54,Nej,Nej
Juan Manuel Sanabria,Uruguay,MID,3009000,3000000,22000,16000,-29000,0.30,0,0.05,Nej,Nej
Manuel Ugarte,Uruguay,MID,3521000,3500000,14000,16000,-9000,0.60,0,0.52,Nej,Nej
Tanner Tessmann,USA,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Brenden Aaronson,USA,MID,3003000,3000000,-5000,-5000,13000,0.10,0,0.22,Nej,Nej
Emiliano Martinez Toranza,Uruguay,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.04,Nej,Nej
Cristian Roldan,USA,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.07,Nej,Nej
Giovanni Reyna,USA,MID,3227000,3000000,192000,32000,3000,7.57,0,0.67,Nej,Nej
Weston McKennie,USA,MID,3629000,3500000,64000,52000,13000,3.69,0,1.03,Nej,Nej
Tyler Adams,USA,MID,3091000,3000000,44000,52000,-5000,3.03,0,0.30,Nej,Nej
Malik Tillman,USA,MID,4177000,4000000,134000,52000,-9000,4.42,0,0.59,Nej,Nej
James Rodriguez,Colombia,MID,4118000,4000000,54000,42000,22000,2.95,0,10.06,Nej,Nej
Juan Quintero,Colombia,MID,2609000,2500000,-5000,102000,12000,4.36,0,0.03,Nej,Nej
Carlos Andres Gomez,Colombia,MID,2032000,2000000,42000,-5000,-5000,1.60,0,0.28,Nej,Nej
Jefferson Lerma,Colombia,MID,3098000,3000000,54000,22000,22000,3.27,0,0.28,Nej,Nej
Aidan Morris,USA,MID,2500000,2500000,0,0,0,0.00,0,0.00,Ja,Nej
Alex Zendejas,USA,MID,1981000,2000000,-5000,-5000,-9000,-0.95,0,0.24,Nej,Nej
Sebastian Berhalter,USA,MID,3251000,3000000,34000,32000,185000,8.37,0,0.05,Nej,Nej
Gustavo Puerta,Colombia,MID,2668000,2500000,104000,62000,2000,6.72,0,0.19,Nej,Nej
Jhon Arias,Colombia,MID,3128000,3000000,44000,52000,32000,4.27,0,5.30,Nej,Nej
Richard Rios,Colombia,MID,3586000,3500000,42000,32000,12000,2.46,0,0.41,Nej,Nej
Kevin Castano,Colombia,MID,3049000,3000000,42000,-5000,12000,1.63,0,0.04,Nej,Nej
Juan Portilla,Colombia,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.01,Nej,Nej
Jaminton Campaz,Colombia,MID,2682000,2500000,192000,-5000,-5000,7.28,0,0.19,Nej,Nej
Jorge Carrascal,Colombia,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.02,Nej,Nej
Moises Caicedo,Ecuador,MID,3057000,3000000,-9000,22000,44000,1.90,0,1.64,Nej,Nej
John Yeboah,Ecuador,MID,3075000,3000000,-1000,32000,44000,2.50,0,6.94,Nej,Nej
Alan Franco,Ecuador,MID,2525000,2500000,-1000,12000,14000,1.00,0,0.13,Nej,Nej
Gonzalo Plata,Ecuador,MID,3757000,3500000,1000,42000,214000,7.34,0,3.88,Nej,Nej
Denil Castillo,Ecuador,MID,2485000,2500000,-5000,-5000,-5000,-0.60,0,0.16,Nej,Nej
Kendry Paez,Ecuador,MID,2985000,3000000,-5000,-5000,-5000,-0.50,0,0.12,Nej,Nej
Amir Hadziahmetovic,Bosnien-Hercegovina,MID,1983000,2000000,-5000,-7000,-5000,-0.85,0,0.09,Nej,Nej
Ivan Basic,Bosnien-Hercegovina,MID,2613000,2500000,22000,-23000,114000,4.52,0,0.03,Nej,Nej
Ermin Mahmic,Bosnien-Hercegovina,MID,2318000,2000000,-5000,151000,172000,15.90,0,0.03,Nej,Nej
Amar Memic,Bosnien-Hercegovina,MID,3051000,3000000,22000,-13000,42000,1.70,0,0.06,Nej,Nej
Jordy Alcivar,Ecuador,MID,1982000,2000000,-5000,-8000,-5000,-0.90,0,0.03,Nej,Nej
Alan Minda,Ecuador,MID,2989000,3000000,-1000,-5000,-5000,-0.37,0,0.29,Nej,Nej
Pedro Vite,Ecuador,MID,2617000,2500000,-9000,22000,104000,4.68,0,0.50,Nej,Nej
Yaimar Medina,Ecuador,MID,1985000,2000000,-5000,-5000,-5000,-0.75,0,0.13,Nej,Nej
Dzenis Burnic,Bosnien-Hercegovina,MID,2539000,2500000,12000,-5000,32000,1.56,0,0.02,Nej,Nej
Armin Gigovic,Bosnien-Hercegovina,MID,2994000,3000000,4000,-5000,-5000,-0.20,0,0.06,Nej,Nej
Benjamin Tahirovic,Bosnien-Hercegovina,MID,3055000,3000000,14000,-1000,42000,1.83,0,0.32,Nej,Nej
Ivan Sunjic,Bosnien-Hercegovina,MID,3041000,3000000,4000,-17000,54000,1.37,0,0.01,Nej,Nej
Kerim Alajbegovic,Bosnien-Hercegovina,MID,3716000,3500000,4000,-25000,237000,6.17,0,0.36,Nej,Nej
Esmir Bajraktarevic,Bosnien-Hercegovina,MID,3063000,3000000,22000,-23000,64000,2.10,0,0.23,Nej,Nej
Mohammad Ghorbani,Iran,MID,2514000,2500000,-5000,-5000,24000,0.56,0,0.03,Nej,Nej
